Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
141,EGNM (LEEDS BRADFORD) TOWER,455.6125,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
142,EGNM (LEEDS BRADFORD) UNKNOWN,455.7,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
143,EGGP (LIVERPOOL) UNKNOWN,455.6375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
144,EGGP (LIVERPOOL) GROUND,455.4875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
145,EGGP (LIVERPOOL) GROUND,455.8,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
146,EGLL (LONDON CITY) TOWER,455.7125,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
147,EGLL (LONDON HEATHROW) UNKNOWN,455.65,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
148,EGLL (LONDON HEATHROW) TOWER,455.7,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
149,EGLL (LONDON HEATHROW) TOWER,455.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
150,EGLL (LONDON HEATHROW) GROUND,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
151,EGGW (LONDON LUTON) TOWER,455.75,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
152,EGGW (LONDON LUTON) GROUND,455.825,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
153,EGTK (LONDON OXFORD) TOWER,455.625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
154,EGTK (LONDON OXFORD) TOWER,455.6375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
155,EGTK (LONDON OXFORD) TOWER,455.5,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
156,EGTK (LONDON OXFORD) TOWER,455.5625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
157,EGTK (LONDON OXFORD) TOWER,455.6,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
158,EGSS (LONDON STANSTED) TOWER,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
159,EGMD (LYDD) TOWER,455.8375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
160,EGCC (MANCHESTER) GROUND,455.65,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
161,EGCC (MANCHESTER) UNKNOWN,455.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
162,EGCC (MANCHESTER) TOWER,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
163,EGMH (MANSTON (DISUSED)) TOWER,455.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
164,EGNT (NEWCASTLE) TOWER,455.75,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
165,EGNS (RONALDSWAY) TOWER,455.6875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
166,EGCN (SHEFFIELD CITY (DISUSED)) UNKNOWN,455.625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
167,EGCN (SHEFFIELD CITY (DISUSED)) UNKNOWN,455.75,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
